Occur Date,Occur Time,Location,Crime Type,Neighborhood,Latitude,Longitude
1/2/18,900,469 HILL ST SE,LARCENY-NON VEHICLE,Grant Park,33.74189,-84.3794
1/3/18,0,1150 ASTOR AVE SW,LARCENY-FROM VEHICLE,Sylvan Hills,33.70137,-84.42678
1/3/18,1300,500 PHARR RD NE,LARCENY-FROM VEHICLE,Buckhead Village,33.8371,-84.37185
1/3/18,230,587 VIRGINIA AVE NE,LARCENY-NON VEHICLE,Midtown,33.78063,-84.36828
1/3/18,46,3725 PRINCETON LAKES PKWY SW,AUTO THEFT,Princeton Lakes,33.65777,-84.50877
1/3/18,809,775 FORMWALT ST SW,AUTO THEFT,Mechanicsville,33.73372,-84.39604
1/3/18,1,655 CLEVELAND AVE SW,AUTO THEFT,Perkerson,33.6824,-84.41029
1/3/18,1230,132 LUCKIE ST NW,AUTO THEFT,Downtown,33.75825,-84.39067
1/3/18,1530,1483 ARTHUR LANGFORD JR PL SW,AUTO THEFT,Joyland,33.71408,-84.39805
1/3/18,1550,40 PEACHTREE VALLEY RD NE,AUTO THEFT,,33.81096,-84.39145
1/3/18,2140,1553 JONESBORO RD SE,AUTO THEFT,South Atlanta,33.71059,-84.38209
1/3/18,2145,507 JOSEPH E LOWERY BOULEVARD SW,AUTO THEFT,West End,33.74097,-84.41809
1/3/18,1250,565 MCDANIEL ST.,ROBBERY-PEDESTRIAN,Mechanicsville,33.73978,-84.40253
1/3/18,1707,982 NORTHSIDE DR,AGG ASSAULT,Home Park,33.78109,-84.40758
1/3/18,1130,3050 MARTIN L KING JR DR SW,AGG ASSAULT,Harland Terrace,33.75177,-84.4857
1/3/18,2231,14 MELDON AVE SE,AGG ASSAULT,South Atlanta,33.71148,-84.38302
1/3/18,1241,1980 NEWFORT DR NW,BURGLARY-RESIDENCE,Riverside,33.81231,-84.47565
1/3/18,1355,1688 BEECHWOOD BLVD SW,AGG ASSAULT,Venetian Hills,33.71288,-84.44316
1/3/18,840,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/3/18,1300,3535 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,33.85182,-84.3595
1/3/18,2119,296 NORTHSIDE DR SW,LARCENY-NON VEHICLE,Castleberry Hill,33.74632,-84.40611
1/3/18,248,585 WELLS ST SW,BURGLARY-RESIDENCE,Pittsburgh,33.74023,-84.40742
1/3/18,150,1752 PRYOR RD SW,LARCENY-FROM VEHICLE,Betmar LaVilla,33.70731,-84.39674
1/3/18,0,1802 EVANS DR SW,LARCENY-FROM VEHICLE,Sylvan Hills,33.70577,-84.42241
1/3/18,330,2591 PIEDMONT RD NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82543,-84.36706
1/3/18,1000,3755 CARMIA DR SW,LARCENY-FROM VEHICLE,Princeton Lakes,33.65571,-84.50908
1/3/18,1400,1785 MACARTHUR BLVD NW,LARCENY-FROM VEHICLE,Bolton,33.81401,-84.44616
1/3/18,1330,1495 CHATTAHOOCHEE AVE NW,LARCENY-FROM VEHICLE,Underwood Hills,33.80887,-84.43622
1/3/18,1410,4030 RANDALL MILL RD NW,LARCENY-FROM VEHICLE,Mt. Paran/Northside,33.86455,-84.42909
1/3/18,41,374 CLEVELAND AVE SW,LARCENY-FROM VEHICLE,Hammond Park,33.68076,-84.40126
1/3/18,700,1220 MECASLIN ST NW,LARCENY-FROM VEHICLE,Home Park,33.78791,-84.39991
1/3/18,1430,230 10TH ST NE,LARCENY-FROM VEHICLE,Midtown,33.78187,-84.37981
1/3/18,630,45 DECATUR ST SE,LARCENY-FROM VEHICLE,Downtown,33.75364,-84.38856
1/3/18,1700,1106 W MARIETTA ST NW,LARCENY-FROM VEHICLE,Knight Park/Howell Station,33.78507,-84.42347
1/3/18,1630,3324 PEACHTREE RD NE,LARCENY-FROM VEHICLE,North Buckhead,33.84584,-84.36933
1/3/18,1911,80 JESSE HILL JR DR SE @GRADY HOSPITAL,LARCENY-FROM VEHICLE,Downtown,33.75168,-84.38198
1/3/18,1720,575 JUNIPER ST NE,LARCENY-FROM VEHICLE,Midtown,33.77147,-84.3833
1/3/18,1830,2345 CHESHIRE BRIDGE RD NE,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,33.81906,-84.3513
1/3/18,2015,655 CLEVELAND AVE SW,LARCENY-FROM VEHICLE,Perkerson,33.6824,-84.41029
1/3/18,1440,285 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,33.76134,-84.39603
1/3/18,1800,1735 DEFOOR PL NW,LARCENY-FROM VEHICLE,Underwood Hills,33.80224,-84.42161
1/3/18,2100,1587 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Berkeley Park,33.79835,-84.41575
1/3/18,2215,410 14TH ST NW,LARCENY-FROM VEHICLE,Home Park,33.78593,-84.40086
1/3/18,2130,303 MATHEWS AVE NE,LARCENY-FROM VEHICLE,Lake Claire,33.76243,-84.32699
1/3/18,1730,1317 REDFORD DR SE,BURGLARY-RESIDENCE,Rebel Valley Forest,33.68755,-84.35469
1/3/18,839,2796 WATERS RD SW,BURGLARY-NONRES,Glenrose Heights,33.67863,-84.39061
1/3/18,2300,2201 MARTIN L KING JR DR NW,AGG ASSAULT,Florida Heights,33.7525,-84.46444
1/3/18,2300,1110 JONES AVE NW,LARCENY-NON VEHICLE,Grove Park,33.78541,-84.45228
1/3/18,2200,760 RALPH MCGILL BLVD NE,LARCENY-NON VEHICLE,Old Fourth Ward,33.76705,-84.36244
1/3/18,2200,1181 MCPHERSON AVE SE,LARCENY-NON VEHICLE,East Atlanta,33.74299,-84.34879
1/3/18,2200,144 MORELAND AVE NE,LARCENY-FROM VEHICLE,Reynoldstown,33.75698,-84.34929
1/3/18,1900,880 GLENWOO AVE SE,LARCENY-FROM VEHICLE,Edgewood,33.7586,-84.34845
1/3/18,1100,56 E ANDREWS DR NW @ANDREWS SQUARE,LARCENY-NON VEHICLE,South Tuxedo Park,33.84316,-84.38104
1/3/18,1330,3714 ROSWELL RD NE,LARCENY-FROM VEHICLE,East Chastain Park,33.85821,-84.3827
1/3/18,1400,2287 KENNEDY CT NW,BURGLARY-RESIDENCE,Center Hill,33.77276,-84.46047
1/3/18,1000,620 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Midtown,33.77152,-84.38508
1/3/18,1200,1869 VENETIAN DR SW,LARCENY-NON VEHICLE,Venetian Hills,33.71495,-84.44897
1/3/18,1655,536 HOLLYDALE CT NW,LARCENY-NON VEHICLE,Chastain Park,33.87137,-84.40384
1/3/18,1945,1927 MAIN ST NW,LARCENY-FROM VEHICLE,Riverside,33.808,-84.46728
1/3/18,1600,864 SPRING ST.,BURGLARY-NONRES,Midtown,33.77911,-84.38932
1/3/18,1000,1005 BALDWIN ST SW,LARCENY-NON VEHICLE,Ashview Heights,33.74647,-84.42057
1/4/18,1205,14 MELDON AVE SE,LARCENY-FROM VEHICLE,South Atlanta,33.71148,-84.38302
1/4/18,1300,1619 SYLVAN RD SW,LARCENY-FROM VEHICLE,Sylvan Hills,33.71066,-84.41845
1/4/18,1345,2244 METROPOLITAN PKWY SW @BISHOP BROS,LARCENY-FROM VEHICLE,Perkerson,33.6929,-84.4067
1/4/18,1400,2852 CASCADE RD SW @CASCADE SPRINGS NATU,LARCENY-FROM VEHICLE,Cascade Heights,33.71955,-84.48012
1/4/18,1700,275 E LAKE BLVD SE,LARCENY-FROM VEHICLE,The Villages at East Lake,33.74533,-84.31429
1/4/18,1820,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,LARCENY-FROM VEHICLE,Midtown,33.77713,-84.36627
1/4/18,1900,1344 METROPOLITAN PKWY SW,LARCENY-FROM VEHICLE,Capitol View Manor,33.71803,-84.40774
1/4/18,1830,1140 AUSTIN AVE NE,LARCENY-FROM VEHICLE,Inman Park,33.7621,-84.35035
1/4/18,1800,26 WADDELL ST NE,LARCENY-FROM VEHICLE,Inman Park,33.7542,-84.36308
1/4/18,1945,WILLIAM H BORDERS DR SE / DECATUR ST SE,LARCENY-FROM VEHICLE,Sweet Auburn,33.75048,-84.37476
1/4/18,2030,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,LARCENY-FROM VEHICLE,Downtown,33.76126,-84.38223
1/4/18,2100,128 E ANDREWS DR NW,LARCENY-FROM VEHICLE,South Tuxedo Park,33.84251,-84.38311
1/4/18,2115,2770 LENOX RD NE,LARCENY-FROM VEHICLE,Pine Hills,33.83092,-84.35683
1/4/18,2130,1133 HUFF RD NW,LARCENY-FROM VEHICLE,Blandtown,33.78978,-84.42557
1/4/18,2300,3183 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Village,33.84063,-84.37497
1/4/18,2000,800 MIAMI CIR NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.83098,-84.36329
1/4/18,900,2178 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,Campbellton Road,33.70514,-84.45947
1/4/18,1100,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/4/18,1300,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,LARCENY-NON VEHICLE,Old Fourth Ward,33.77067,-84.38023
1/4/18,1516,3393 PEACHTREE RD,LARCENY-NON VEHICLE,Lenox,33.84676,-84.36212
1/4/18,1645,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/4/18,1900,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/4/18,955,275 PRYOR ST SW,LARCENY-NON VEHICLE,Downtown,33.74747,-84.39415
1/4/18,300,215 PIEDMONT AVE NE,AGG ASSAULT,Downtown,33.76029,-84.38207
1/4/18,1600,1935 ALISON CT SW,AGG ASSAULT,Fort Valley,33.70055,-84.45149
1/4/18,1000,1700 STANTON RD SW,BURGLARY-RESIDENCE,,33.70907,-84.44364
1/4/18,137,1212 ELIZABETH AVE SW,AGG ASSAULT,Venetian Hills,33.72056,-84.43544
1/4/18,1600,1500 MIMS ST SW,AGG ASSAULT,Mozley Park,33.74939,-84.43678
1/4/18,2125,609 CASCADE AVE SW,AGG ASSAULT,Westview,33.73894,-84.43461
1/4/18,1030,1940 FISHER RD SE,ROBBERY-RESIDENCE,Custer/McDonough/Guice,33.70979,-84.35849
1/4/18,2000,1104 MORELAND AVE SE,ROBBERY-COMMERCIAL,East Atlanta,33.7246,-84.34932
1/4/18,2100,201 MOURY AVE SW,ROBBERY-PEDESTRIAN,The Villages at Carver,33.71691,-84.39276
1/4/18,2300,1459 MORELAND AVE SE,ROBBERY-PEDESTRIAN,Custer/McDonough/Guice,33.71443,-84.35009
1/4/18,900,1124 WYLIE ST SE,AUTO THEFT,Reynoldstown,33.75251,-84.35026
1/4/18,1215,1385 JOSEPH E BOONE BLVD NW,AUTO THEFT,Grove Park,33.76382,-84.43313
1/4/18,1230,850 OAK ST SW,AUTO THEFT,West End,33.74053,-84.41671
1/4/18,945,2685 METROPOLITAN PKWY SW,AUTO THEFT,Perkerson,33.68274,-84.40902
1/4/18,1940,1269 PRYOR RD SW,AUTO THEFT,Pittsburgh,33.72037,-84.39397
1/4/18,2130,3780 PRINCETON LAKES PKWY SW,AUTO THEFT,Princeton Lakes,33.65754,-84.51178
1/4/18,2130,3704 ASBURY LN SW,AUTO THEFT,Ben Hill Pines,33.68583,-84.50976
1/4/18,830,1160 MOORES MILL RD NW,LARCENY-NON VEHICLE,Brandon,33.83133,-84.42498
1/4/18,900,3755 CARMIA DR SW,LARCENY-NON VEHICLE,Princeton Lakes,33.65571,-84.50908
1/4/18,1440,495 STERLING ST NE,LARCENY-NON VEHICLE,Candler Park,33.76794,-84.34441
1/4/18,1030,1921 BRANTLEY WALK LN NW,LARCENY-NON VEHICLE,Riverside,33.80976,-84.46501
1/4/18,116,124 MITCHELL ST SW,ROBBERY-PEDESTRIAN,Downtown,33.7503,-84.39208
1/4/18,1600,1475 AVON AVE SW,LARCENY-NON VEHICLE,Oakland City,33.72268,-84.43629
1/4/18,1900,480 JOHN WESLEY DOBBS AVE NE,LARCENY-NON VEHICLE,Old Fourth Ward,33.75961,-84.37127
1/4/18,2200,405 FAIRBURN RD SW,AUTO THEFT,Wildwood (NPU-H),33.74562,-84.51109
1/4/18,2110,1245 S PONCE DE LEON AVE NE,AUTO THEFT,Druid Hills,33.77359,-84.34612
1/4/18,2300,250 PHARR RD NE,LARCENY-FROM VEHICLE,Buckhead Village,33.83732,-84.3786
1/4/18,2300,3680 CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,Princeton Lakes,33.65445,-84.5082
1/4/18,2345,3263 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,English Park,33.78784,-84.49384
1/4/18,1751,31 BAKER ST NE,LARCENY-FROM VEHICLE,Downtown,33.76214,-84.38625
1/4/18,2000,675 HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76124,-84.36478
1/4/18,2025,3393 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Lenox,33.84676,-84.36212
1/4/18,1500,3400 PEACHTREE RD NE,AUTO THEFT,North Buckhead,33.84938,-84.3636
1/4/18,1201,2148 HILLS AVE NW,LARCENY-NON VEHICLE,Underwood Hills,33.81403,-84.43102
1/4/18,1500,2115 PIEDMONT RD NE @SQUIRE INN MOTEL NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.81235,-84.36578
1/4/18,100,241 TROY ST NW,BURGLARY-RESIDENCE,Hunter Hills,33.76144,-84.42657
1/5/18,700,452 SPRINGSIDE DR,BURGLARY-NONRES,Rosedale Heights,33.67712,-84.3754
1/5/18,1030,330 W PEACHTREE ST NW @SQUIRE INN MOTEL DT,LARCENY-NON VEHICLE,Downtown,33.76364,-84.38791
1/5/18,700,2645 WHITING ST NW,LARCENY-NON VEHICLE,Center Hill,33.77959,-84.47394
1/5/18,2104,3144 MARTIN L KING JR DR SW;,LARCENY-NON VEHICLE,,33.74969,-84.49053
1/5/18,200,2625 PIEDMONT RD NE,AUTO THEFT,Lindbergh/Morosgo,33.82678,-84.36699
1/5/18,1230,211 AARON ST NW,AUTO THEFT,Penelope Neighbors,33.75304,-84.45124
1/5/18,1235,691 W WHITEHALL ST SW,ROBBERY-PEDESTRIAN,West End,33.73657,-84.41321
1/5/18,1600,546 HOLLY ST NW,AUTO THEFT,Grove Park,33.76973,-84.43787
1/5/18,2015,94 PEACHTREE WAY NE,ROBBERY-RESIDENCE,Peachtree Heights East,33.82791,-84.3842
1/5/18,2133,1905 PIEDMONT RD NE,AGG ASSAULT,Morningside/Lenox Park,33.8097,-84.36553
1/5/18,2200,1352 LAKEWOOD AVE SE,AGG ASSAULT,South Atlanta,33.71742,-84.38166
1/5/18,230,730 BARNETT ST NE,BURGLARY-NONRES,Virginia Highland,33.77435,-84.35882
1/5/18,430,3174 PEACHTREE RD NE,BURGLARY-NONRES,Buckhead Forest,33.84099,-84.37658
1/5/18,522,448 MORELAND AVE NE,BURGLARY-NONRES,Inman Park,33.76654,-84.34916
