Occur Date,Occur Time,Location,Crime Type,Neighborhood,Latitude,Longitude
1/10/18,1545,2701 METROPOLITAN PKWY SW,LARCENY-FROM VEHICLE,Perkerson,33.68163,-84.40816
1/10/18,1738,565 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Downtown,33.7701,-84.385
1/10/18,1810,1049 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Poncey-Highland,33.77315,-84.35304
1/10/18,1800,1544 PIEDMONT AVE NE @ANSLEY MALL,LARCENY-FROM VEHICLE,Piedmont Heights,33.79789,-84.37101
1/10/18,2017,3393 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Lenox,33.84676,-84.36212
1/10/18,1700,3279 ROSWELL RD NE,LARCENY-FROM VEHICLE,Buckhead Forest,33.84482,-84.37999
1/10/18,2125,275 BAKER ST NW,LARCENY-FROM VEHICLE,Downtown,33.76206,-84.39568
1/10/18,1930,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,LARCENY-FROM VEHICLE,North Buckhead,33.84911,-84.37075
1/10/18,1700,701 HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76115,-84.36533
1/10/18,1840,4225 WIEUCA RD NE,LARCENY-FROM VEHICLE,North Buckhead,33.86694,-84.37267
1/10/18,235,300 MARIETTA ST NW,BURGLARY-NONRES,Downtown,33.76141,-84.39621
1/10/18,0,55 MAPLE ST NW,BURGLARY-RESIDENCE,Vine City,33.75569,-84.40528
1/10/18,715,1176 CHATTAHOOCHEE AVE NW,LARCENY-NON VEHICLE,Blandtown,33.80058,-84.42561
1/10/18,1500,895 RALPH D ABERNATHY BLVD SW,LARCENY-NON VEHICLE,West End,33.7398,-84.41751
1/10/18,1505,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,33.80388,-84.41278
1/10/18,1547,3440 PEACHTREE RD NE @PHIPPS PLAZA,LARCENY-NON VEHICLE,North Buckhead,33.85302,-84.36278
1/10/18,1547,3440 PEACHTREE RD NE @PHIPPS PLAZA,LARCENY-NON VEHICLE,North Buckhead,33.85302,-84.36278
1/10/18,1600,2539 PIEDMONT RD NE @TARGET - PIEDMONT,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.82403,-84.36328
1/10/18,1800,3500 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,Adamsville,33.75735,-84.50282
1/10/18,2300,100 LAKEWOOD WAY SW,LARCENY-NON VEHICLE,Lakewood Heights,33.69921,-84.39286
1/10/18,105,2480 HOSEA L WILLIAMS DR NE,BURGLARY-RESIDENCE,East Lake,33.75133,-84.30584
1/10/18,1000,484 N HIGHLAND AVE NE,BURGLARY-RESIDENCE,Inman Park,33.76721,-84.35292
1/10/18,600,2121 MEADOR AVE SE,BURGLARY-RESIDENCE,Swallow Circle/Baywood,33.69636,-84.38076
1/10/18,1818,1950 RAMBLING DR SW,AGG ASSAULT,Sylvan Hills,33.70135,-84.4062
1/10/18,1930,2520 JONESBORO RD SE,AGG ASSAULT,Leila Valley,33.68554,-84.36412
1/10/18,1430,639 PARKWAY DR NE,AGG ASSAULT,Old Fourth Ward,33.77203,-84.37252
1/10/18,1615,3410 ALEXANDER RD NE,AUTO THEFT,North Buckhead,33.85387,-84.36702
1/10/18,1910,1065 SNYDER ST NW,ROBBERY-PEDESTRIAN,Home Park,33.78381,-84.40172
1/10/18,2315,2783 MEMORIAL DR SE,ROBBERY-PEDESTRIAN,East Lake,33.74703,-84.29572
1/10/18,1435,3465 NORTHSIDE PKWY NW,AUTO THEFT,West Paces Ferry/Northside,33.84907,-84.43003
1/10/18,2120,720 DONALD LEE HOLLOWELL PKWY NW,AUTO THEFT,English Avenue,33.77276,-84.41089
1/10/18,2201,2730 VELTRE TER SW,AUTO THEFT,Audobon Forest West,33.72308,-84.47782
1/10/18,2000,23 LARKIN PL SW,ROBBERY-PEDESTRIAN,Castleberry Hill,33.74753,-84.40413
1/10/18,1900,4620 WIEUCA RD NE,LARCENY-NON VEHICLE,North Buckhead,33.8748,-84.37925
1/10/18,1800,476 WILMER ST NE,LARCENY-NON VEHICLE,Old Fourth Ward,33.7676,-84.36637
1/10/18,1302,3377 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,33.84842,-84.36643
1/10/18,1500,135 W WIEUCA RD NW @CHASTAIN PARK,LARCENY-FROM VEHICLE,Chastain Park,33.87589,-84.39202
1/10/18,2300,4815 CAMPBELLTON RD SW;,LARCENY-NON VEHICLE,,33.69849,-84.54458
1/10/18,2300,290 LINCOLN ST SW,AUTO THEFT,Joyland,33.7128,-84.39839
1/10/18,2000,80 DRUID CIR NE,AUTO THEFT,Inman Park,33.75639,-84.36032
1/10/18,2040,600 GREENSFERRY AVE SW,BURGLARY-RESIDENCE,The Villages at Castleberry Hill,33.74623,-84.40914
1/10/18,1950,692 PENN AVE NE,BURGLARY-RESIDENCE,Midtown,33.77349,-84.37905
1/10/18,1700,531 LUCKIE ST NW @APS CENTENNIAL ES,AGG ASSAULT,Downtown,33.76564,-84.39446
1/10/18,1130,2615 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Center Hill,33.7762,-84.47236
1/10/18,2030,3800 CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,Princeton Lakes,33.65513,-84.51091
1/10/18,1900,1581 VAN VLECK AVE SE,LARCENY-FROM VEHICLE,East Atlanta,33.736,-84.33613
1/10/18,1800,741 MOROSGO DR NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82266,-84.3643
1/10/18,1730,3500 PEACHTREE RD NE ,LARCENY-FROM VEHICLE,North Buckhead,33.85302,-84.36278
1/10/18,1900,1682 N PELHAM RD NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.80039,-84.36143
1/10/18,1900,1263 BEECH VALLEY RD NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.79639,-84.34574
1/10/18,1900,962 BERKSHIRE RD NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,33.80175,-84.35585
1/10/18,1900,2520 JONESBORO RD SE,LARCENY-FROM VEHICLE,Leila Valley,33.68463,-84.36481
1/10/18,2100,626 DEKALB AVE SE,LARCENY-FROM VEHICLE,Old Fourth Ward,33.75283,-84.36687
1/10/18,700,1750 CHATTAHOOCHEE AVE NW,LARCENY-FROM VEHICLE,Bolton,33.81534,-84.44576
1/10/18,1400,1570 NEW ST NE,LARCENY-NON VEHICLE,Edgewood,33.75943,-84.33609
1/10/18,1200,1183 OAK ST SW,LARCENY-NON VEHICLE,West End,33.74107,-84.42649
1/10/18,0,3574 STONE RD SW,BURGLARY-RESIDENCE,Deerwood,33.67759,-84.50575
1/11/18,1208,600 GREENSFERRY AVE SW,LARCENY-NON VEHICLE,The Villages at Castleberry Hill,33.74662,-84.40755
1/11/18,1408,1901 MACARTHUR BLVD NW,LARCENY-FROM VEHICLE,Bolton,33.81336,-84.44972
1/11/18,1600,2637 OLD HAPEVILLE RD SW,LARCENY-FROM VEHICLE,Browns Mill Park,33.68294,-84.39417
1/11/18,0,21 ANNISTON AVE SE,AUTO THEFT,Kirkwood,33.75284,-84.33786
1/11/18,1350,515 FULTON ST SW,AUTO THEFT,Mechanicsville,33.741,-84.40447
1/11/18,830,240 N HIGHLAND AVE NE,AUTO THEFT,Inman Park,33.76183,-84.36026
1/11/18,2025,1971 AKRON DR SE,AUTO THEFT,Thomasville Heights,33.6998,-84.35274
1/11/18,2130,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,AUTO THEFT,Greenbriar,33.68677,-84.49773
1/11/18,2049,835 MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,Vine City,33.75504,-84.41457
1/11/18,1830,3390 STRATFORD RD NE,ROBBERY-PEDESTRIAN,North Buckhead,33.84983,-84.36779
1/11/18,1313,60 BROAD ST NW,AGG ASSAULT,Downtown,33.75569,-84.38959
1/11/18,1330,1186 WINDSOR ST SW,AGG ASSAULT,Pittsburgh,33.72251,-84.39823
1/11/18,1210,3200 STONE RD SW;,ROBBERY-RESIDENCE,Greenbriar,33.6697,-84.49403
1/11/18,1245,4065 SOUTHWOOD CIR SW;,BURGLARY-RESIDENCE,Ben Hill Terrace,33.69549,-84.52088
1/11/18,1515,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,,33.70939,-84.44964
1/11/18,1130,740 SIDNEY MARCUS BLVD NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,33.82598,-84.36335
1/11/18,800,544 NORFOLK ST NW,BURGLARY-RESIDENCE,Bankhead,33.76957,-84.41882
1/11/18,400,2110 DONALD LEE HOLLOWELL PKWY NW,AGG ASSAULT,Grove Park,33.77642,-84.45469
1/11/18,100,576 HAMILTON E HOLMES DR NW,AGG ASSAULT,Collier Heights,33.77063,-84.47365
1/11/18,430,2064 CAMPBELLTON RD SW,BURGLARY-NONRES,Campbellton Road,33.70653,-84.45693
1/11/18,204,3655 SOUTHSIDE INDUSTRIAL PKWY SE,BURGLARY-NONRES,Blair Villa/Poole Creek,33.65466,-84.37436
1/11/18,18,605 BOULEVARD NE,LARCENY-NON VEHICLE,Old Fourth Ward,33.77097,-84.3714
1/11/18,1210,1275 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-NON VEHICLE,Edgewood,33.75674,-84.34619
1/11/18,1610,12J BROAD ST SW,LARCENY-NON VEHICLE,Downtown,33.7532,-84.39201
1/11/18,1615,2525 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,33.824,-84.36521
1/11/18,1950,1001 PONCE DE LEON AVE PUBLIX,LARCENY-NON VEHICLE,Poncey-Highland,33.7734,-84.35467
1/11/18,2100,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/11/18,30,3451 HAMILTON BLVD SE,BURGLARY-NONRES,Glenrose Heights,33.66145,-84.38816
1/11/18,200,986 BRADY AVENUE,LARCENY-FROM VEHICLE,Home Park,33.78168,-84.41359
1/11/18,200,1770 MEADOW LN SW,LARCENY-FROM VEHICLE,Betmar LaVilla,33.70717,-84.39794
1/11/18,1130,2260 CASCADE RD SW,LARCENY-FROM VEHICLE,Adams Park,33.72228,-84.46253
1/11/18,1220,2591 PIEDMONT RD NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82494,-84.36684
1/11/18,1130,1356 ENGLISH ST NW,LARCENY-FROM VEHICLE,Blandtown,33.79331,-84.42067
1/11/18,1215,480 THOMASVILLE BLVD SE,LARCENY-FROM VEHICLE,Thomasville Heights,33.70596,-84.35986
1/11/18,1355,1341 COLLIER RD NW,LARCENY-FROM VEHICLE,Underwood Hills,33.81154,-84.43164
1/11/18,1300,689 11TH ST NW,LARCENY-FROM VEHICLE,Home Park,33.78353,-84.41037
1/11/18,1300,1274 LOGAN CIR NW,LARCENY-FROM VEHICLE,Underwood Hills,33.80514,-84.42881
1/11/18,630,258 NELSON ST SW,LARCENY-FROM VEHICLE,Castleberry Hill,33.75174,-84.39644
1/11/18,1800,3050 MARTIN LUTHER KING JR. DRIVE SW ,LARCENY-FROM VEHICLE,Harland Terrace,33.75177,-84.4857
1/11/18,1825,2685 METROPOLITAN PKWY SW,LARCENY-FROM VEHICLE,Perkerson,33.68274,-84.40902
1/11/18,1830,2082 SILAS WAY NW,LARCENY-FROM VEHICLE,Whittier Mill Village,33.81293,-84.47934
1/11/18,1815,1611 ELLSWORTH INDUSTRIAL BLVD NW,LARCENY-FROM VEHICLE,Blandtown,33.79924,-84.42691
1/11/18,1900,TENNELLE ST SE / SAVANNAH ST SE,LARCENY-FROM VEHICLE,Cabbagetown,33.75097,-84.36738
1/11/18,1830,116 WADDELL ST NE,LARCENY-FROM VEHICLE,Inman Park,33.75745,-84.36326
1/11/18,2050,782 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Virginia Highland,33.77412,-84.36179
1/11/18,2025,1144 ALTA AVE NE,LARCENY-FROM VEHICLE,Inman Park,33.76096,-84.35029
1/11/18,1930,2341 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,Bolton,33.81923,-84.45204
1/11/18,550,370 N HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Inman Park,33.7645,-84.35553
1/11/18,2100,2685 METROPOLITAN PKWY SW;,LARCENY-FROM VEHICLE,Perkerson,33.68274,-84.40902
1/11/18,1900,239 GRANT ST SE,LARCENY-FROM VEHICLE,Oakland,33.74798,-84.37673
1/11/18,2300,191 PEACHTREE CENTER AVE NE,LARCENY-FROM VEHICLE,Downtown,33.75945,-84.38595
1/11/18,2245,337 MORELAND AVE NE,LARCENY-FROM VEHICLE,Candler Park,33.7636,-84.34901
1/11/18,1830,748 IRA ST SW,LARCENY-FROM VEHICLE,Mechanicsville,33.73456,-84.39973
1/11/18,1830,369 MILLEDGE AVE SE,LARCENY-FROM VEHICLE,Grant Park,33.73868,-84.3755
1/11/18,2100,1544 PIEDMONT AVE NE @ANSLEY MALL,LARCENY-FROM VEHICLE,Piedmont Heights,33.79789,-84.37101
1/11/18,1700,1072 CASCADE AVE SW,ROBBERY-PEDESTRIAN,Cascade Avenue/Road,33.72605,-84.44581
1/11/18,2130,2403 SANDFALL CT SW,AUTO THEFT,Sandlewood Estates,33.70474,-84.54412
1/11/18,2200,1155 LAVISTA RD NE,AUTO THEFT,Lindridge/Martin Manor,33.81743,-84.351
1/11/18,1500,285 BOULEVARD NE,LARCENY-NON VEHICLE,Old Fourth Ward,33.76216,-84.37189
1/11/18,2000,2444 SANTA ROSA DR SW,LARCENY-FROM VEHICLE,Arlington Estates,33.68853,-84.53974
1/11/18,800,245 PEACHTREE CENTER AVE NE,LARCENY-NON VEHICLE,Downtown,33.76119,-84.38592
1/11/18,145,2855 PEACHTREE RD NE,LARCENY-NON VEHICLE,Garden Hills,33.83277,-84.384
1/11/18,900,94 WYMAN ST SE ,BURGLARY-RESIDENCE,Kirkwood,33.75075,-84.33289
1/11/18,0,1771 VENETIAN DR SW,BURGLARY-RESIDENCE,Venetian Hills,33.71511,-84.44585
1/11/18,2330,3232 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Forest,33.84413,-84.37409
1/11/18,800,650 PONCE DE LEON AVE,LARCENY-NON VEHICLE,Midtown,33.77469,-84.36561
1/11/18,1907,3334 PEACHTREE RD NE ,LARCENY-NON VEHICLE,North Buckhead,33.84911,-84.37075
1/12/18,1915,221 PEACHTREE CENTER AVE,LARCENY-FROM VEHICLE,Downtown,33.76097,-84.38604
1/12/18,1700,1000 MARIETTA ST NW,LARCENY-FROM VEHICLE,Marietta Street Artery,33.77914,-84.41116
1/12/18,1900,898 RALPH D ABERNATHY BLVD SW,LARCENY-FROM VEHICLE,West End,33.73797,-84.41715
1/12/18,2328,3670 CAMP CREEK PKWY,LARCENY-FROM VEHICLE,Princeton Lakes,33.655,-84.50859
1/12/18,1244,912 HUFF RD NW,LARCENY-FROM VEHICLE,Blandtown,33.78819,-84.41854
1/12/18,1038,305 WILLIAMS ST,LARCENY-FROM VEHICLE,Downtown,33.76332,-84.389
1/12/18,1130,149 26TH ST ,LARCENY-FROM VEHICLE,Brookwood,33.80287,-84.39853
1/12/18,1620,1015 COLLIER RD NW,LARCENY-FROM VEHICLE,,33.81015,-84.42075
1/12/18,1630,857 COLLIER RD NW @HAVE A NICE DAY CAFE,LARCENY-FROM VEHICLE,Wildwood (NPU-C),33.81036,-84.41606
1/12/18,1800,850 OAK ST SW @WESTEND MALL,LARCENY-FROM VEHICLE,West End,33.74053,-84.41671
1/12/18,1500,441 16TH ST NW @IKEA,LARCENY-FROM VEHICLE,Atlantic Station,33.78874,-84.40468
1/12/18,1745,850 OAK ST SW,LARCENY-FROM VEHICLE,West End,33.74057,-84.4168
1/12/18,1935,544 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Midtown,33.77381,-84.36897
1/12/18,1900,1632  MCLENDON AVE.,LARCENY-FROM VEHICLE,Candler Park,33.765,-84.33395
1/12/18,1000,1957 KILBURN DR NE,BURGLARY-RESIDENCE,Piedmont Heights,33.80798,-84.37209
1/12/18,22,1617 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,Grove Park,33.76385,-84.44072
1/12/18,1015,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/12/18,1230,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,LARCENY-NON VEHICLE,Old Fourth Ward,33.77067,-84.38023
1/12/18,1230,1235 CAROLINE ST NE,LARCENY-NON VEHICLE,Edgewood,33.75789,-84.34797
1/12/18,1512,1275 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-NON VEHICLE,Edgewood,33.75674,-84.34619
1/12/18,1700,835 MARTIN LUTHER KING JR DR NW,LARCENY-NON VEHICLE,Vine City,33.75504,-84.41457
1/12/18,1250,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,33.80388,-84.41278
1/12/18,250,55 MORELAND AVE SE,BURGLARY-NONRES,Reynoldstown,33.75189,-84.34933
1/12/18,1458,2950 MARTIN L KING JR DR SW,AGG ASSAULT,Harland Terrace,33.75384,-84.48423
1/12/18,731,1593 LAURENS WAY SW,BURGLARY-RESIDENCE,Laurens Valley,33.71178,-84.48072
1/12/18,107,243 FORSYTH ST SW   ,AGG ASSAULT,Downtown,33.74804,-84.39726
1/12/18,1020,3263 DONALD LEE HOLLOWELL PKWY NW,AGG ASSAULT,English Park,33.78784,-84.49384
1/12/18,1843,360 THOMASVILLE BLVD,AGG ASSAULT,Thomasville Heights,33.70571,-84.35714
1/12/18,335,1280 OAKLAND DR SW,AGG ASSAULT,Oakland City,33.72027,-84.42735
1/12/18,1100,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,AUTO THEFT,Atlantic Station,33.79282,-84.39779
1/12/18,207,1134 COLQUITT AVE NE,ROBBERY-PEDESTRIAN,Inman Park,33.76487,-84.35048
1/12/18,215,2572 LENOX RD NE,ROBBERY-PEDESTRIAN,Pine Hills,33.82467,-84.35248
1/12/18,210,500 STOKESWOOD AVE SE,ROBBERY-PEDESTRIAN,East Atlanta,33.73951,-84.34459
1/12/18,2300,121 BAKER ST NW @WORLD OF COKE,ROBBERY-PEDESTRIAN,Downtown,33.7626,-84.39287
1/12/18,504,698 PRYOR ST SW,ROBBERY-RESIDENCE,Mechanicsville,33.73591,-84.3945
1/12/18,630,2423 MARTIN L KING JR DR NW,AUTO THEFT,Florida Heights,33.75183,-84.46623
1/12/18,1245,739 TRABERT AVE,AUTO THEFT,Berkeley Park,33.79545,-84.41199
1/12/18,1913,343 JOSEPH E LOWERY BLVD SW,AUTO THEFT,Ashview Heights,33.74569,-84.41786
1/12/18,2216,1313 W PACES FERRY RD NW,AUTO THEFT,Randall Mill,33.84933,-84.43048
1/12/18,1250,387 JOSEPH E LOWERY BLVD SW,LARCENY-NON VEHICLE,Harris Chiles,33.74496,-84.41777
1/12/18,1410,75 JOHN PORTMAN BLVD NE,LARCENY-NON VEHICLE,Downtown,33.7606,-84.38502
1/12/18,1000,3012 JONESBORO RD SE,ROBBERY-COMMERCIAL,South River Gardens,33.67225,-84.37156
1/12/18,950,716 CEDAR AVE NW,LARCENY-NON VEHICLE,Center Hill,33.77456,-84.46517
1/12/18,1120,265 PEACHTREE CENTER AVE NE @MARIOTT MARQUIS,LARCENY-NON VEHICLE,Downtown,33.76158,-84.38496
1/12/18,1915,265 PEACHTREE ST NE,LARCENY-NON VEHICLE,Downtown,33.76152,-84.38672
1/12/18,1930,1167 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,Bankhead,33.76378,-84.42565
1/12/18,2300,265 PEACHTREE ST NE @HYATT REGENCY HOTEL,LARCENY-NON VEHICLE,Downtown,33.76152,-84.38672
1/12/18,1800,511 MORGAN ST NE,LARCENY-FROM VEHICLE,Old Fourth Ward,33.76882,-84.37044
1/12/18,2340,262 PHARR RD NE,AUTO THEFT,Buckhead Village,33.83732,-84.3786
1/12/18,1905,2034 ARLINGTON CIR NW,AUTO THEFT,Grove Park,33.77071,-84.45372
1/12/18,1730,850 OAK STREET SW,AGG ASSAULT,West End,33.74057,-84.4168
1/12/18,1600,3257 W ROXBORO RD NE,BURGLARY-RESIDENCE,Pine Hills,33.84357,-84.35005
1/12/18,1944,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,LARCENY-NON VEHICLE,North Buckhead,33.84911,-84.37075
1/12/18,930,1422 WOODMONT LN NW,LARCENY-FROM VEHICLE,Hills Park,33.80349,-84.4339
1/12/18,1915,878 BERNINA AVE NE,LARCENY-FROM VEHICLE,Inman Park,33.76397,-84.35875
1/12/18,2330,870 NORTH HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Virginia Highland,33.77833,-84.35308
1/12/18,2330,419 CHAMBERLAIN ST SE,LARCENY-FROM VEHICLE,Sweet Auburn,33.75356,-84.37375
1/12/18,1545,236 WILLIAMS ST NW,LARCENY-FROM VEHICLE,Downtown,33.76117,-84.39066
1/12/18,1400,2632 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Peachtree Heights West,33.82639,-84.38756
1/12/18,2000,1133 HUFF RD NW,LARCENY-FROM VEHICLE,Blandtown,33.78978,-84.42557
1/12/18,2200,1472 SHARON ST NW,LARCENY-FROM VEHICLE,Hunter Hills,33.75476,-84.43574
1/12/18,1730,307 PINELAND RD W,LARCENY-NON VEHICLE,Chastain Park,33.86488,-84.39751
1/12/18,1307,1423 BEATIE AVE SW,LARCENY-NON VEHICLE,Capitol View,33.71595,-84.41114
1/12/18,1600,2980 JONESBORO RD SE,BURGLARY-RESIDENCE,South River Gardens,33.67339,-84.37144
1/12/18,1500,1760 ROGERS AVE SW,BURGLARY-RESIDENCE,Westview,33.73711,-84.4453
1/12/18,1200,1073 HOLLYWOOD RD NW,BURGLARY-RESIDENCE,Almond Park,33.78421,-84.46026
1/12/18,1818,7 KINGS CIR NE,LARCENY-FROM VEHICLE,Peachtree Hills,33.81859,-84.38121
1/12/18,1200,219 VINE ST NW,LARCENY-FROM VEHICLE,Vine City,33.76059,-84.40767
1/12/18,1700,741 MOROSGO DR NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82266,-84.3643
1/12/18,1610,1160 MORELAND DR SE,LARCENY-FROM VEHICLE,Custer/McDonough/Guice,33.70925,-84.35079
1/12/18,1430,970 WELCH ST SW,LARCENY-NON VEHICLE,Pittsburgh,33.72849,-84.4046
1/12/18,1700,972 DEKALB AVE NE,LARCENY-NON VEHICLE,Inman Park,33.75565,-84.35565
1/13/18,1900,1159 MORELAND AVE SE,LARCENY-NON VEHICLE,Woodland Hills,33.72261,-84.34979
1/13/18,2030,573 JOSEPH E LOWERY BLVD SW,LARCENY-NON VEHICLE,West End,33.73934,-84.41827
1/13/18,1000,532 CLEVELAND AVE SW,LARCENY-FROM VEHICLE,Hammond Park,33.68116,-84.4059
1/13/18,830,2685 METROPOLITAN PKWY SW,LARCENY-FROM VEHICLE,Perkerson,33.68274,-84.40902
1/13/18,2020,3804 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,Old Gordon,33.76797,-84.51322
1/13/18,1500,800 W MARIETTA ST NW,LARCENY-NON VEHICLE,English Avenue,33.78022,-84.41514
1/13/18,1420,1370 CUSTER WAY SE,LARCENY-NON VEHICLE,Custer/McDonough/Guice,33.71672,-84.35269
1/13/18,145,1141 MOBILE ST NW,AUTO THEFT,Hunter Hills,33.76294,-84.42478
1/13/18,425,1450 DONNELLY AVE SW,AUTO THEFT,West End,33.73772,-84.43479
1/13/18,500,2582 DONALD LEE HOLLOWELL,AUTO THEFT,Center Hill,33.77521,-84.47131
1/13/18,1255,1675 MEMORIAL DR SE,AUTO THEFT,Kirkwood,33.74716,-84.33286
1/13/18,1215,441 16TH ST NW @IKEA,AUTO THEFT,Atlantic Station,33.78874,-84.40468
1/13/18,1530,75 5TH ST NE,AUTO THEFT,Midtown,33.77609,-84.385
1/13/18,1520,1801 HOWELL MILL RD NW,AUTO THEFT,Berkeley Park,33.80388,-84.41278
1/13/18,2100,183 MT ZION RD SE,AUTO THEFT,Glenrose Heights,33.67044,-84.38141
1/13/18,2355,811 PENN AVE NE,AUTO THEFT,Midtown,33.77683,-84.37831
1/13/18,1900,399 AMAL DR SW,AUTO THEFT,Amal Heights,33.70758,-84.39924
1/13/18,824,1006 IRA ST SW,AGG ASSAULT,Pittsburgh,33.72745,-84.3999
1/13/18,400,1371 KIMBERLY WAY SW,AGG ASSAULT,Ashley Courts,33.71771,-84.52315
1/13/18,1000,585 MCDANIEL ST SW,AGG ASSAULT,Mechanicsville,33.73886,-84.40246
1/13/18,1100,868 SPENCER ST NW,BURGLARY-RESIDENCE,Vine City,33.75962,-84.41592
1/13/18,1245,1668 EASTLAND RD SE,AGG ASSAULT,East Atlanta,33.71898,-84.33038
1/13/18,1420,735 JOSEPH E LOWERY BLVD SW,AGG ASSAULT,West End,33.73492,-84.41798
1/13/18,655,1723 LAKEWOOD AVE SE,BURGLARY-NONRES,Lakewood Heights,33.70678,-84.38031
1/13/18,1430,3393 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,33.84676,-84.36212
1/13/18,930,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,33.80388,-84.41278
1/13/18,1340,3781 CAMNPBELLTON RD SW,LARCENY-NON VEHICLE,Ben Hill Acres,33.69043,-84.50983
1/13/18,1430,3440 PEACHTREE RD NE,LARCENY-NON VEHICLE,North Buckhead,33.85166,-84.36235
1/13/18,1905,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,LARCENY-NON VEHICLE,Midtown,33.78014,-84.38747
1/13/18,0,758 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Virginia Highland,33.77412,-84.36228
1/13/18,900,2170 ABNER PL NW,LARCENY-FROM VEHICLE,Carver Hills,33.8013,-84.45899
1/13/18,1256,2399 PIEDMONT RD NE,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,33.82039,-84.36744
1/13/18,1200,446 LEONARDO AVE NE,LARCENY-FROM VEHICLE,Lake Claire,33.76636,-84.32974
1/13/18,1150,2144 HILLS AVE NW,LARCENY-FROM VEHICLE,Underwood Hills,33.81395,-84.43107
1/13/18,1215,3242 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Buckhead Forest,33.84425,-84.37311
1/13/18,1339,250 PHARR RD NE,LARCENY-FROM VEHICLE,Buckhead Village,33.83732,-84.3786
1/13/18,1300,774 PONCE DE LEON AVE ,LARCENY-FROM VEHICLE,Virginia Highland,33.774,-84.36206
1/13/18,1629,2120 HIGHVIEW RD SW,LARCENY-FROM VEHICLE,Beecher Hills,33.72935,-84.45832
1/13/18,1515,207 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Downtown,33.75951,-84.38724
1/13/18,1650,3040 HEADLAND DR SW,LARCENY-FROM VEHICLE,Greenbriar,33.68948,-84.48818
1/13/18,1515,443 MORELAND AVE SE,LARCENY-FROM VEHICLE,Ormewood Park,33.74179,-84.34973
1/13/18,1700,1801 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Berkeley Park,33.80388,-84.41278
1/13/18,1700,555 WHITEHALL ST SW,LARCENY-FROM VEHICLE,Mechanicsville,33.74297,-84.40628
1/13/18,1745,923 PONCE DE LEON AVE NE,LARCENY-FROM VEHICLE,Poncey-Highland,33.77348,-84.35715
1/13/18,1800,168 LUCKIE ST NW,LARCENY-FROM VEHICLE,Downtown,33.75887,-84.39184
1/13/18,1710,492 LARKIN ST SW,LARCENY-FROM VEHICLE,Castleberry Hill,33.7476,-84.4037
1/13/18,1930,156 FORSYTH ST SW,LARCENY-FROM VEHICLE,Downtown,33.75017,-84.39515
